Time(s),Ch240-242,Ch245-247,Ch250-252,Ch255-257
21996,0.0083638,5.9049814,0.3599943,5.1896242
21997,0.0083638,5.90503,0.3599943,5.1896242
21998,0.0083638,5.90503,0.3599943,5.1896242
21999,0.0083638,5.9054947,0.3599943,5.1896242
22000,0.0083638,5.9057244,0.3599943,5.1896242
22001,0.0083638,5.906041,0.3599943,5.1896242
22002,0.0083638,5.9064891,0.3599943,5.1896242
22003,0.0083638,5.9067325,0.3599943,5.1896242
22004,0.0083638,5.9069297,0.3599943,5.1896242
22005,0.0083638,5.9069991,0.3599943,5.1896242
22006,0.0083638,5.9071015,0.3599943,5.1896242
22007,0.0083638,5.9071015,0.3599943,5.1896242
22008,0.0083638,5.9072934,0.3599943,5.1896242
22009,0.0083638,5.9077819,0.3599943,5.1896242
22010,0.0083638,5.9082521,0.3599943,5.1896242
22011,0.0083638,5.9084558,0.3599943,5.1896242
22012,0.0083638,5.9084558,0.3599943,5.1896242
22013,0.0083638,5.9088848,0.3599943,5.1896242
22014,0.0083638,5.9090607,0.3599943,5.1896242
22015,0.0083638,5.9093816,0.3599943,5.1896242
22016,0.0083638,5.9094147,0.3599943,5.1896242
22017,0.0083638,5.9094369,0.3599943,5.1896242
22018,0.0083638,5.9096809,0.3599943,5.1896242
22019,0.0083638,5.9099858,0.3599943,5.1896242
22020,0.0083638,5.9103284,0.3599943,5.1896242
22021,0.0083638,5.9105723,0.3599943,5.1896242
22022,0.0083638,5.9109649,0.3599943,5.1896242
22023,0.0083638,5.9111363,0.3599943,5.1896242
22024,0.0083638,5.9113941,0.3599943,5.1896242
22025,0.0083638,5.9114165,0.3599943,5.1896242
22026,0.0083638,5.911663,0.3599943,5.1896242
22027,0.0083638,5.911663,0.3599943,5.1896242
22028,0.0083638,5.9118842,0.3599943,5.1896242
22029,0.0083638,5.9118842,0.3599943,5.1896242
22030,0.0083638,5.9118842,0.3599943,5.1896242
22031,0.0083638,5.9119634,0.3599943,5.1896242
22032,0.0083638,5.9121121,0.3599943,5.1896242
22033,0.0083638,5.9126366,0.3599943,5.1896242
22034,0.0083638,5.9128401,0.3599943,5.1896242
22035,0.0083638,5.9132587,0.3599943,5.1896242
22036,0.0083638,5.9138153,0.3599943,5.1896242
22037,0.0083638,5.9138223,0.3599943,5.1896242
22038,0.0083638,5.9141814,0.3599943,5.1896242
22039,0.0083638,5.9141814,0.3599943,5.1896242
22040,0.0083638,5.9142247,0.3599943,5.1896242
22041,0.0083638,5.9142247,0.3599943,5.1896242
22042,0.0083638,5.9143204,0.3599943,5.1896242
22043,0.0083638,5.9143204,0.3599943,5.1896242
22044,0.0083638,5.9145951,0.3599943,5.1896242
22045,0.0083638,5.9149271,0.3599943,5.1896242
22046,0.0083638,5.9153694,0.3599943,5.1896242
22047,0.0083638,5.9158876,0.3599943,5.1896242
22048,0.0083638,5.9158876,0.3599943,5.1896242
22049,0.0083638,5.9161782,0.3599943,5.1896242
22050,0.0083638,5.9164077,0.3599943,5.1896242
22051,0.0083638,5.9164077,0.3599943,5.1896242
22052,0.0083638,5.9169102,0.3599943,5.1896242
22053,0.0083638,5.917141,0.3599943,5.1896242
22054,0.0083638,5.917141,0.3599943,5.1896242
22055,0.0083638,5.9175549,0.3599943,5.1896242
22056,0.0083638,5.9179333,0.3599943,5.1896242
22057,0.0083638,5.9181864,0.3599943,5.1896242
22058,0.0083638,5.9182909,0.3599943,5.1896242
22059,0.0083638,5.9184697,0.3599943,5.1896242
22060,0.0083638,5.9191108,0.3599943,5.1896242
22061,0.0083638,5.9194068,0.3599943,5.1896242
22062,0.0083638,5.9196154,0.3599943,5.1896242
22063,0.0083638,5.9196154,0.3599943,5.1896242
22064,0.0083638,5.9197738,0.3599943,5.1896242
22065,0.0083638,5.9203067,0.3599943,5.1896242
22066,0.0083638,5.920385,0.3599943,5.1896242
22067,0.0083638,5.9206818,0.3599943,5.1896242
22068,0.0083638,5.9210721,0.3599943,5.1896242
22069,0.0083638,5.9212809,0.3599943,5.1896242
22070,0.0083638,5.9213424,0.3599943,5.1896242
22071,0.0083638,5.9213424,0.3599943,5.1896242
22072,0.0083638,5.9215778,0.3599943,5.1896242
22073,0.0083638,5.9216473,0.3599943,5.1896242
22074,0.0083638,5.9216473,0.3599943,5.1896242
22075,0.0083638,5.9218752,0.3599943,5.1896242
22076,0.0083638,5.9221946,0.3599943,5.1896242
22077,0.0083638,5.9223641,0.3599943,5.1896242
22078,0.0083638,5.9223641,0.3599943,5.1896242
22079,0.0083638,5.9223641,0.3599943,5.1896242
22080,0.0083638,5.9223641,0.3599943,5.1896242
22081,0.0083638,5.9223641,0.3599943,5.1896242
22082,0.0083638,5.9223641,0.3599943,5.1896242
22083,0.0083638,5.9223641,0.3599943,5.1896242
22084,0.0083638,5.9226533,0.3599943,5.1896242
22085,0.0083638,5.9226533,0.3599943,5.1896242
22086,0.0083638,5.9226533,0.3599943,5.1896242
22087,0.0083638,5.9226533,0.3599943,5.1896242
22088,0.0083638,5.9229434,0.3599943,5.1896242
22089,0.0083638,5.9230158,0.3599943,5.1896242
22090,0.0083638,5.9237056,0.3599943,5.1896242
22091,0.0083638,5.9237056,0.3599943,5.1896242
22092,0.0083638,5.923898,0.3599943,5.1896242
22093,0.0083638,5.9242049,0.3599943,5.1896242
22094,0.0083638,5.9242634,0.3599943,5.1896242
22095,0.0083638,5.9250375,0.3599943,5.1896242
22096,0.0083638,5.9252651,0.3599943,5.1896242
22097,0.0083638,5.9257475,0.3599943,5.1896242
22098,0.0083638,5.9260767,0.3599943,5.1896242
22099,0.0083638,5.926345,0.3599943,5.1896242
22100,0.0083638,5.926345,0.3599943,5.1896242
22101,0.0083638,5.926741,0.3599943,5.1896242
22102,0.0083638,5.9270875,0.3599943,5.1896242
22103,0.0083638,5.927683,0.3599943,5.1896242
22104,0.0083638,5.9280119,0.3599943,5.1896242
22105,0.0083638,5.9280119,0.3599943,5.1896242
22106,0.0083638,5.928071,0.3599943,5.1896242
22107,0.0083638,5.9284816,0.3599943,5.1896242
22108,0.0083638,5.9285331,0.3599943,5.1896242
22109,0.0083638,5.9288244,0.3599943,5.1896242
22110,0.0083638,5.9288244,0.3599943,5.1896242
22111,0.0083638,5.9289006,0.3599943,5.1896242
22112,0.0083638,5.9290687,0.3599943,5.1896242
22113,0.0083638,5.9290687,0.3599943,5.1896242
22114,0.0083638,5.9294482,0.3599943,5.1896242
22115,0.0083638,5.9298377,0.3599943,5.1896242
22116,0.0083638,5.9300705,0.3599943,5.1896242
22117,0.0083638,5.9302657,0.3599943,5.1896242
22118,0.0083638,5.9306525,0.3599943,5.1896242
22119,0.0083638,5.9307925,0.3599943,5.1896242
22120,0.0083638,5.931243,0.3599943,5.1896242
22121,0.0083638,5.931243,0.3599943,5.1896242
22122,0.0083638,5.9316269,0.3599943,5.1896242
22123,0.0083638,5.9318544,0.3599943,5.1896242
22124,0.0083638,5.9322792,0.3599943,5.1896242
22125,0.0083638,5.9324805,0.3599943,5.1896242
22126,0.0083638,5.9328276,0.3599943,5.1896242
22127,0.0083638,5.9333149,0.3599943,5.1896242
22128,0.0083638,5.9333149,0.3599943,5.1896242
22129,0.0083638,5.9338432,0.3599943,5.1896242
22130,0.0083638,5.9339173,0.3599943,5.1896242
22131,0.0083638,5.9340784,0.3599943,5.1896242
22132,0.0083638,5.934706,0.3599943,5.1896242
22133,0.0083638,5.9350268,0.3599943,5.1896242
22134,0.0083638,5.9350268,0.3599943,5.1896242
22135,0.0083638,5.9353586,0.3599943,5.1896242
22136,0.0083638,5.9356526,0.3599943,5.1896242
22137,0.0083638,5.9357923,0.3599943,5.1896242
22138,0.0083638,5.936058,0.3599943,5.1896242
22139,0.0083638,5.9363942,0.3599943,5.1896242
22140,0.0083638,5.9366736,0.3599943,5.1896242
22141,0.0083638,5.9368808,0.3599943,5.1896242
22142,0.0083638,5.9368808,0.3599943,5.1896242
22143,0.0083638,5.9369864,0.3599943,5.1896242
22144,0.0083638,5.9369864,0.3599943,5.1896242
22145,0.0083638,5.937348,0.3599943,5.1896242
22146,0.0083638,5.9378727,0.3599943,5.1896242
22147,0.0083638,5.938277,0.3599943,5.1896242
22148,0.0083638,5.9385628,0.3599943,5.1896242
22149,0.0083638,5.9390172,0.3599943,5.1896242
22150,0.0083638,5.9393811,0.3599943,5.1896242
22151,0.0083638,5.9399345,0.3599943,5.1901929
22152,0.0083638,5.9402882,0.3599943,5.1901929
22153,0.0083638,5.9406259,0.3599943,5.1901929
22154,0.0083638,5.9410641,0.3599943,5.1901929
22155,0.0083638,5.941143,0.3599943,5.1901929
22156,0.0083638,5.941143,0.3599943,5.1901929
22157,0.0083638,5.9419494,0.3599943,5.1901929
22158,0.0083638,5.9425282,0.3599943,5.1901929
22159,0.0083638,5.9428524,0.3599943,5.1901929
22160,0.0083638,5.9429131,0.3599943,5.1901929
22161,0.0083638,5.9429131,0.3599943,5.1901929
22162,0.0083638,5.9430386,0.3599943,5.1901929
22163,0.0083638,5.9430386,0.3599943,5.1901929
22164,0.0083638,5.9436738,0.3599943,5.1901929
22165,0.0083638,5.9438776,0.3599943,5.1901929
22166,0.0083638,5.9440158,0.3599943,5.1901929
22167,0.0083638,5.9440387,0.3599943,5.1901929
22168,0.0083638,5.944252,0.3599943,5.1901929
22169,0.0083638,5.944252,0.3599943,5.1901929
22170,0.0083638,5.9446635,0.3599943,5.1901929
22171,0.0083638,5.9448726,0.3599943,5.1901929
22172,0.0083638,5.9451,0.3599943,5.1901929
22173,0.0083638,5.9452401,0.3599943,5.1901929
22174,0.0083638,5.9454246,0.3599943,5.1901929
22175,0.0083638,5.9458052,0.3599943,5.1901929
22176,0.0083638,5.9460536,0.3599943,5.1901929
22177,0.0083638,5.9465881,0.3599943,5.1901929
22178,0.0083638,5.9466867,0.3599943,5.1901929
22179,0.0083638,5.9468819,0.3599943,5.1901929
22180,0.0083638,5.9473704,0.3599943,5.1901929
22181,0.0083638,5.9473988,0.3599943,5.1901929
22182,0.0083638,5.9477784,0.3599943,5.1901929
22183,0.0083638,5.9485329,0.3599943,5.1901929
22184,0.0083638,5.9487166,0.3599943,5.1901929
22185,0.0083638,5.9493555,0.3599943,5.1901929
22186,0.0083638,5.9495283,0.3599943,5.1901929
22187,0.0083638,5.9495283,0.3599943,5.1901929
22188,0.0083638,5.9500643,0.3599943,5.1901929
22189,0.0083638,5.9506206,0.3599943,5.1901929
22190,0.0083638,5.9512429,0.3599943,5.1901929
22191,0.0083638,5.9517337,0.3599943,5.1901929
22192,0.0083638,5.9520607,0.3599943,5.1901929
22193,0.0083638,5.9521683,0.3599943,5.1901929
22194,0.0083638,5.9522706,0.3599943,5.1901929
22195,0.0083638,5.9527747,0.3599943,5.1901929
22196,0.0083638,5.9529155,0.3599943,5.1901929
22197,0.0083638,5.9531328,0.3599943,5.1901929
22198,0.0083638,5.9532453,0.3599943,5.1901929
22199,0.0083638,5.9534707,0.3599943,5.1901929
22200,0.0083638,5.9538028,0.3599943,5.1901929
22201,0.0083638,5.9542737,0.3599943,5.1901929
22202,0.0083638,5.9547798,0.3599943,5.1901929
22203,0.0083638,5.9554601,0.3599943,5.1901929
22204,0.0083638,5.9561518,0.3599943,5.1901929
22205,0.0083638,5.9571366,0.3599943,5.1901929
22206,0.0083638,5.9575286,0.3599943,5.1901929
22207,0.0083638,5.9576256,0.3599943,5.1901929
22208,0.0083638,5.9581048,0.3599943,5.1901929
22209,0.0083638,5.9585748,0.3599943,5.1901929
22210,0.0083638,5.9598685,0.3599943,5.1901929
22211,0.0083638,5.9603248,0.3599943,5.1901929
22212,0.0083638,5.9607766,0.3599943,5.1901929
22213,0.0083638,5.9613692,0.3599943,5.1901929
22214,0.0083638,5.9625528,0.3599943,5.1901929
22215,0.0083638,5.9628376,0.3599943,5.1901929
22216,0.0083638,5.9633656,0.3599943,5.1901929
22217,0.0083638,5.9639699,0.3599943,5.1901929
22218,0.0083638,5.9648448,0.3599943,5.1901929
22219,0.0083638,5.9652378,0.3599943,5.1901929
22220,0.0083638,5.9655831,0.3599943,5.1901929
22221,0.0083638,5.9669418,0.3599943,5.1901929
22222,0.0083638,5.9673113,0.3599943,5.1901929
22223,0.0083638,5.9676824,0.3599943,5.1901929
22224,0.0083638,5.9677631,0.3599943,5.1901929
22225,0.0083638,5.9685208,0.3599943,5.1901929
22226,0.0083638,5.9688909,0.3599943,5.1901929
22227,0.0083638,5.9688909,0.3599943,5.1901929
22228,0.0083638,5.9693215,0.3599943,5.1901929
22229,0.0083638,5.9699277,0.3599943,5.1901929
22230,0.0083638,5.9699277,0.3599943,5.1901929
22231,0.0083638,5.9702323,0.3599943,5.1901929
22232,0.0083638,5.9707181,0.3599943,5.1901929
22233,0.0083638,5.9713925,0.3599943,5.1901929
22234,0.0083638,5.9717069,0.3599943,5.1901929
22235,0.0083638,5.9727665,0.3599943,5.1901929
22236,0.0083638,5.9730951,0.3599943,5.1901929
22237,0.0083638,5.9737708,0.3599943,5.1901929
22238,0.0083638,5.9743055,0.3599943,5.1901929
22239,0.0083638,5.9748669,0.3599943,5.1901929
22240,0.0083638,5.9754753,0.3599943,5.1901929
22241,0.0083638,5.9759905,0.3599943,5.1901929
22242,0.0083638,5.9763271,0.3599943,5.1901929
22243,0.0083638,5.9765882,0.3599943,5.1901929
22244,0.0083638,5.9766782,0.3599943,5.1901929
22245,0.0083638,5.9768496,0.3599943,5.1901929
22246,0.0083638,5.9774456,0.3599943,5.1901929
22247,0.0083638,5.9777902,0.3599943,5.1901929
22248,0.0083638,5.9783313,0.3599943,5.1901929
22249,0.0083638,5.9791728,0.3599943,5.1901929
22250,0.0083638,5.9801166,0.3599943,5.1901929
22251,0.0083638,5.9805405,0.3599943,5.1901929
22252,0.0083638,5.980862,0.3599943,5.1901929
22253,0.0083638,5.9814571,0.3599943,5.1901929
22254,0.0083638,5.9822686,0.3599943,5.1901929
22255,0.0083638,5.9827042,0.3599943,5.1901929
22256,0.0083638,5.9830611,0.3599943,5.1901929
22257,0.0083638,5.9835454,0.3599943,5.1901929
22258,0.0083638,5.983776,0.3599943,5.1901929
22259,0.0083638,5.983776,0.3599943,5.1901929
22260,0.0083638,5.9839664,0.3599943,5.1901929
22261,0.0083638,5.9839664,0.3599943,5.1901929
22262,0.0083638,5.9843342,0.3599943,5.1901929
22263,0.0083638,5.9844853,0.3599943,5.1901929
22264,0.0083638,5.9847389,0.3599943,5.1901929
22265,0.0083638,5.9850129,0.3599943,5.1901929
22266,0.0083638,5.9854068,0.3599943,5.1901929
22267,0.0083638,5.9860907,0.3599943,5.1901929
22268,0.0083638,5.9863835,0.3599943,5.1901929
22269,0.0083638,5.986682,0.3599943,5.1901929
22270,0.0083638,5.9868659,0.3599943,5.1901929
22271,0.0083638,5.987477,0.3599943,5.1901929
22272,0.0083638,5.9876399,0.3599943,5.1911015
22273,0.0083638,5.9878151,0.3599943,5.1911015
22274,0.0083638,5.9882405,0.3599943,5.1911015
22275,0.0083638,5.9888373,0.3599943,5.1911015
22276,0.0083638,5.9888483,0.3599943,5.1911015
22277,0.0083638,5.9893877,0.3599943,5.1911015
22278,0.0083638,5.9898501,0.3599943,5.1911015
22279,0.0083638,5.9902767,0.3599943,5.1911015
22280,0.0083638,5.9904237,0.3599943,5.1911015
22281,0.0083638,5.9912581,0.3599943,5.1911015
22282,0.0083638,5.9914122,0.3599943,5.1911015
22283,0.0083638,5.9919267,0.3599943,5.1911015
22284,0.0083638,5.9923145,0.3599943,5.1911015
22285,0.0083638,5.9929304,0.3599943,5.1911015
22286,0.0083638,5.9931616,0.3599943,5.1911015
22287,0.0083638,5.9934407,0.3599943,5.1911015
22288,0.0083638,5.9935181,0.3599943,5.1911015
22289,0.0083638,5.9935181,0.3599943,5.1911015
22290,0.0083638,5.9937296,0.3599943,5.1911015
22291,0.0083638,5.9941221,0.3599943,5.1911015
22292,0.0083638,5.9942344,0.3599943,5.1911015
22293,0.0083638,5.9954874,0.3599943,5.1911015
22294,0.0083638,5.9954874,0.3599943,5.1911015
22295,0.0083638,5.9962795,0.3599943,5.1911015
22296,0.0083638,5.9968281,0.3599943,5.1911015
22297,0.0083638,5.9974192,0.3599943,5.1911015
22298,0.0083638,5.9975672,0.3599943,5.1911015
22299,0.0083638,5.9977042,0.3599943,5.1911015
22300,0.0083638,5.9981165,0.3599943,5.1911015
22301,0.0083638,5.9981165,0.3599943,5.1912854
22302,0.0083638,5.9983603,0.3599943,5.1912854
22303,0.0083638,5.9986234,0.3599943,5.1912854
22304,0.0083638,5.9986234,0.3599943,5.1912854
22305,0.0083638,5.9993767,0.3599943,5.1912854
22306,0.0083638,5.9994732,0.3599943,5.1946102
22307,0.0083638,5.9997328,0.3599943,5.1946102
22308,0.0083638,5.999783,0.3599943,5.1980596
22309,0.0083638,6.0004145,0.3599943,5.1980596
22310,0.0083638,6.0004145,0.3599943,5.1980596
22311,0.0083638,6.0004145,0.3599943,5.1980596
22312,0.0083638,6.0007363,0.3599943,5.1980596
22313,0.0083638,6.0007715,0.3599943,5.1980596
22314,0.0083638,6.0021339,0.3599943,5.2003027
22315,0.0083638,6.0021339,0.3599943,5.2003027
22316,0.0083638,6.0023843,0.3599943,5.2003027
22317,0.0083638,6.0024002,0.3599943,5.2003027
22318,0.0083638,6.002845,0.3599943,5.2003027
22319,0.0083638,6.0035558,0.3599943,5.2003027
22320,0.0083638,6.00403,0.3599943,5.2003027
22321,0.0083638,6.0042248,0.3599943,5.2003027
22322,0.0083638,6.0042248,0.3599943,5.2003027
22323,0.0083638,6.0042845,0.3599943,5.2003027
22324,0.0083638,6.0043281,0.3599943,5.2003027
22325,0.0083638,6.0043281,0.3599943,5.2003027
22326,0.0083638,6.0043281,0.3599943,5.2003027
22327,0.0083638,6.0044279,0.3599943,5.2020618
22328,0.0083638,6.0047272,0.3599943,5.2033011
22329,0.0083638,6.0047272,0.3599943,5.2033011
22330,0.0083638,6.0047334,0.3599943,5.2039704
22331,0.0083638,6.0047334,0.3599943,5.2039704
22332,0.0083638,6.0048713,0.3599943,5.2039704
22333,0.0083638,6.0050722,0.3599943,5.2039704
22334,0.0083638,6.0050722,0.3599943,5.2039704
22335,0.0083638,6.0050722,0.3599943,5.2039704
22336,0.0083638,6.0050722,0.3599943,5.2039704
22337,0.0083638,6.0052004,0.3599943,5.2039704
22338,0.0083638,6.0052004,0.3599943,5.2039704
22339,0.0083638,6.0061514,0.3599943,5.2039704
22340,0.0083638,6.0061584,0.3599943,5.2039704
22341,0.0083638,6.0069764,0.3599943,5.2039704
22342,0.0083638,6.0070716,0.3599943,5.2039704
22343,0.0083638,6.0072271,0.3599943,5.2039704
22344,0.0083638,6.0073711,0.3599943,5.2039704
22345,0.0083638,6.0074841,0.3599943,5.2039704
22346,0.0083638,6.010386,0.3651824,5.2039704
22347,0.0083638,6.0106596,0.3651824,5.2039704
22348,0.0083638,6.0110471,0.3651824,5.2039704
22349,0.0083638,6.0110471,0.3651824,5.2039704
22350,0.0083638,6.0115349,0.3651824,5.2039704
22351,0.0083638,6.0115349,0.3651824,5.2039704
22352,0.0083638,6.0117108,0.3651824,5.2039704
22353,0.0083638,6.0121763,0.3651824,5.2039704
22354,0.0083638,6.0130485,0.3651824,5.2039704
22355,0.0083638,6.0130485,0.3651824,5.2039704
22356,0.0083638,6.0130485,0.3651824,5.2039704
22357,0.0083638,6.0141037,0.3651824,5.2039704
22358,0.0083638,6.0152304,0.3651824,5.2039704
22359,0.0083638,6.0152304,0.3651824,5.2039704
22360,0.0083638,6.0152304,0.3651824,5.2039704
22361,0.0083638,6.0155727,0.3651824,5.2039704
22362,0.0083638,6.015639,0.3651824,5.2039704
22363,0.0083638,6.0160071,0.3651824,5.2039704
22364,0.0083638,6.016059,0.3651824,5.2039704
22365,0.0083638,6.016059,0.3651824,5.2039704
22366,0.0083638,6.0163852,0.3651824,5.2039704
22367,0.0083638,6.0164984,0.3651824,5.2039704
22368,0.0083638,6.0164984,0.3651824,5.2039704
22369,0.0083638,6.0165547,0.3651824,5.2039704
22370,0.0083638,6.0176013,0.3651824,5.2039704
22371,0.0083638,6.0177324,0.3651824,5.2039704
22372,0.0083638,6.0177324,0.3651824,5.2039704
22373,0.0083638,6.0180996,0.3651824,5.2039704
22374,0.0083638,6.0182577,0.3651824,5.2050238
22375,0.0083638,6.0183513,0.3651824,5.2050238
22376,0.0083638,6.0185784,0.3651824,5.2050238
22377,0.0083638,6.0189242,0.3651824,5.2050238
22378,0.0083638,6.0191322,0.3651824,5.2050238
22379,0.0083638,6.0192991,0.3651824,5.2050238
22380,0.0083638,6.0193621,0.3651824,5.2050238
22381,0.0083638,6.0196633,0.3651824,5.2050238
22382,0.0083638,6.019761,0.3651824,5.2050238
22383,0.0083638,6.0202549,0.3651824,5.2050238
22384,0.0083638,6.0204339,0.3651824,5.2050238
22385,0.0083638,6.0208033,0.3651824,5.2050238
22386,0.0083638,6.0208953,0.3651824,5.2050238
22387,0.0083638,6.0208953,0.3651824,5.2050238
22388,0.0083638,6.0208953,0.3651824,5.2050238
22389,0.0083638,6.0210175,0.3651824,5.2050238
22390,0.0083638,6.0215347,0.3651824,5.2051661
22391,0.0083638,6.0224157,0.3651824,5.2051661
22392,0.0083638,6.0224157,0.3651824,5.2051661
22393,0.0083638,6.0228929,0.3659442,5.207572
22394,0.0083638,6.0237919,0.3659442,5.207572
22395,0.0083638,6.024325,0.3659442,5.207572
22396,0.0083638,6.0244669,0.3659442,5.207572
22397,0.0083638,6.0245283,0.3659442,5.207572
22398,0.0083638,6.0249489,0.3659442,5.207572
22399,0.0083638,6.0253803,0.3659442,5.207572
22400,0.0083638,6.0256163,0.3659442,5.207572
22401,0.0083638,6.0258951,0.3659442,5.207572
22402,0.0083638,6.0263929,0.3659442,5.207572
22403,0.0083638,6.0263929,0.3659442,5.207572
22404,0.0083638,6.026599,0.3659442,5.207572
22405,0.0083638,6.0265994,0.3659442,5.207572
22406,0.0083638,6.0267682,0.3659442,5.207572
22407,0.0083638,6.0273854,0.3659442,5.207572
22408,0.0083638,6.0276145,0.3659442,5.207572
22409,0.0083638,6.0281573,0.3659442,5.207572
22410,0.0083638,6.0286573,0.3659442,5.207572
22411,0.0083638,6.0287314,0.3659442,5.207572
22412,0.0083638,6.0291751,0.3659442,5.207572
22413,0.0083638,6.0295286,0.3659442,5.207572
22414,0.0083638,6.0297189,0.3659442,5.207572
22415,0.0083638,6.0299481,0.3659442,5.207572
22416,0.0083638,6.0299481,0.3659442,5.207572
22417,0.0083638,6.0303257,0.3659442,5.207572
22418,0.0083638,6.0303645,0.3659442,5.207572
22419,0.0083638,6.0306019,0.3659442,5.207572
22420,0.0083638,6.0310124,0.3659442,5.207572
22421,0.0083638,6.0319707,0.3659442,5.207572
22422,0.0083638,6.0322944,0.3659442,5.207572
22423,0.0083638,6.0322944,0.3659442,5.207572
22424,0.0083638,6.0326374,0.3659442,5.207572
22425,0.0083638,6.0326374,0.3659442,5.207572
22426,0.0083638,6.0326839,0.3659442,5.207572
22427,0.0083638,6.0328485,0.3659442,5.207572
22428,0.0083638,6.0329457,0.3659442,5.207572
22429,0.0083638,6.0329457,0.3659442,5.207572
22430,0.0083638,6.0329742,0.3659442,5.207572
22431,0.0083638,6.0331448,0.3659442,5.207572
22432,0.0083638,6.0333512,0.3659442,5.207572
22433,0.0083638,6.0333512,0.3659442,5.207572
22434,0.0083638,6.0335367,0.3659442,5.207572
22435,0.0083638,6.0335893,0.3659442,5.207572
22436,0.0083638,6.03369,0.3659442,5.207572
22437,0.0083638,6.0340943,0.3667074,5.2091977
22438,0.0083638,6.0341486,0.3667074,5.2091977
22439,0.0083638,6.0349944,0.3667074,5.2091977
22440,0.0083638,6.0349944,0.3667074,5.2091977
22441,0.0083638,6.0352061,0.3667074,5.2091977
22442,0.0083638,6.0355663,0.3667074,5.2091977
22443,0.0083638,6.0358665,0.3667074,5.2091977
22444,0.0083638,6.0360181,0.3667074,5.2091977
22445,0.0083638,6.0361136,0.3667074,5.2091977
22446,0.0083638,6.0361136,0.3667074,5.2091977
22447,0.0083638,6.0361136,0.3667074,5.2091977
22448,0.0083638,6.036374,0.3667074,5.2091977
22449,0.0083638,6.0364451,0.3667074,5.2091977
22450,0.0083638,6.0364451,0.3667074,5.2091977
22451,0.0083638,6.0365608,0.3667074,5.2091977
22452,0.0083638,6.0367263,0.3667074,5.2091977
22453,0.0083638,6.0368949,0.3667074,5.2091977
22454,0.0083638,6.0369029,0.3667074,5.2091977
22455,0.0083638,6.0376528,0.3667074,5.2091977
22456,0.0083638,6.0386729,0.3667074,5.2091977
22457,0.0083638,6.0399316,0.3667074,5.2091977
22458,0.0083638,6.0401055,0.3667074,5.2091977
22459,0.0083638,6.0405057,0.3667074,5.2091977
22460,0.0083638,6.0410298,0.3667074,5.2091977
22461,0.0083638,6.0411983,0.3667074,5.2091977
22462,0.0083638,6.0415815,0.3667074,5.2091977
22463,0.0083638,6.0417795,0.3667074,5.2091977
22464,0.0083638,6.0421391,0.3667074,5.2091977
22465,0.0083638,6.0425681,0.3667074,5.2091977
22466,0.0083638,6.0431349,0.3667074,5.2091977
22467,0.0083638,6.0431349,0.3667074,5.2091977
22468,0.0083638,6.0432478,0.3667074,5.2091977
22469,0.0083638,6.0433293,0.3667074,5.2091977
22470,0.0083638,6.0435171,0.3667074,5.2091977
22471,0.0083638,6.0438402,0.3667074,5.2091977
22472,0.0083638,6.0438955,0.3667074,5.2091977
22473,0.0083638,6.0440076,0.3667074,5.2091977
22474,0.0083638,6.0440664,0.3667074,5.2091977
22475,0.0083638,6.0441974,0.3667074,5.2091977
22476,0.0083638,6.0445608,0.3667074,5.2091977
22477,0.0083638,6.045333,0.3667074,5.2093264
22478,0.0083638,6.0455874,0.3667074,5.2093264
22479,0.0083638,6.0463018,0.3667074,5.2093264
22480,0.0083638,6.0464416,0.3667074,5.2093264
22481,0.0083638,6.0475124,0.3667074,5.2093264
22482,0.0083638,6.0479168,0.3667074,5.2093264
22483,0.0083638,6.0492557,0.3667074,5.2093264
22484,0.0083638,6.0497522,0.3667074,5.2093264
22485,0.0083638,6.0500363,0.3667074,5.2093264
22486,0.0083638,6.0504802,0.3667074,5.2093264
22487,0.0083638,6.0506499,0.3667074,5.2093264
22488,0.008473,6.0518105,0.3667074,5.2093264
22489,0.008473,6.0519976,0.3667074,5.2093264
22490,0.008473,6.0521099,0.3667074,5.2093264
22491,0.008473,6.0523848,0.3667074,5.2093264
22492,0.008473,6.0525337,0.3667074,5.2093264
22493,0.008473,6.0527522,0.3667074,5.2093264
22494,0.008473,6.0530396,0.3667074,5.2093264
22495,0.008473,6.0532902,0.3667074,5.2093264
22496,0.008473,6.0539132,0.3667074,5.2094238
22497,0.008473,6.0543026,0.3667074,5.2094238
22498,0.008473,6.0544666,0.3667074,5.2094238
22499,0.008473,6.054622,0.3667074,5.2094238
22500,0.008473,6.0548977,0.3667074,5.2094238
22501,0.008473,6.0551469,0.3667074,5.2094238
22502,0.008473,6.0552119,0.3667074,5.2094238
22503,0.008473,6.0552119,0.3667074,5.2094238
22504,0.008473,6.0556008,0.3667074,5.2094238
22505,0.008473,6.0562281,0.3667074,5.2094238
22506,0.008473,6.056975,0.3667074,5.2095038
22507,0.008473,6.0572954,0.3667074,5.2095038
22508,0.008473,6.0574421,0.3667074,5.2095038
22509,0.008473,6.0575178,0.3667074,5.2095038
22510,0.008473,6.0577811,0.3667074,5.2095038
22511,0.008473,6.057833,0.3667074,5.2095038
22512,0.008473,6.0582286,0.3667074,5.2095038
22513,0.008473,6.0582386,0.3667074,5.2095038
22514,0.008473,6.0586601,0.3667074,5.2095038
22515,0.008473,6.0586886,0.3667074,5.2095038
22516,0.008473,6.0590414,0.3667074,5.2095038
