PWP,H3,,MS,H3,,VWC,H3
55:38.0,0.6745,,,,,,
55:39.0,0.67493,,,,,,
55:40.0,0.67453,,,,,,
55:41.0,0.67444,,,,,,
55:42.0,0.67425,,,,,,
55:43.0,0.67415,,,,,,
55:44.0,0.67459,,,,,,
55:45.0,0.6743,,,,,,
55:46.0,0.67414,,,,,,
55:47.0,0.67375,,,,,,
55:48.0,0.6741,,,,,,
55:49.0,0.67411,,,,,,
55:50.0,0.67428,,,,,,
55:51.0,0.67465,,,,,,
55:52.0,0.67473,,,,,,
55:53.0,0.67528,,,,,,
55:54.0,0.67507,,,,,,
55:55.0,0.6753,,,,,,
55:56.0,0.67567,,,,,,
55:57.0,0.67546,,,,,,
55:58.0,0.67557,,,,,,
55:59.0,0.67573,,,,,,
56:00.0,0.67603,,,,,,
56:01.0,0.67643,,,,,,
56:02.0,0.67571,,,,,,
56:03.0,0.6753,,,,,,
56:04.0,0.67492,,,,,,
56:05.0,0.67421,,,,,,
56:06.0,0.67383,,,,,,
56:07.0,0.67306,,,,,,
56:08.0,0.67201,,,,,,
56:09.0,0.67279,,,,,,
56:10.0,0.6741,,,,,,
56:11.0,0.67523,,,,,,
56:12.0,0.6746,,,,,,
56:13.0,0.67487,,,,,,
56:14.0,0.67534,,,,,,
56:15.0,0.67534,,,,,,
56:16.0,0.67543,,,,,,
56:17.0,0.67529,,,,,,
56:18.0,0.67535,,,,,,
56:19.0,0.67563,,,,,,
56:20.0,0.67581,,,,,,
56:21.0,0.67532,,,,,,
56:22.0,0.67532,,,,,,
56:23.0,0.67511,,,,,,
56:24.0,0.67572,,,,,,
56:25.0,0.67575,,,,,,
56:26.0,0.67504,,,,,,
56:27.0,0.67436,,,,,,
56:28.0,0.67371,,,,,,
56:29.0,0.67352,,,,,,
56:30.0,0.67281,,,,,,
56:31.0,0.67368,,,,,,
56:32.0,0.67416,,,,,,
56:33.0,0.67498,,,,,,
56:34.0,0.67618,,,,,,
56:35.0,0.67637,,,,,,
56:36.0,0.67616,,,,,,
56:37.0,0.67615,,,,,,
56:38.0,0.67652,,,,,,
56:39.0,0.67587,,,,,,
56:40.0,0.67598,,,,,,
56:41.0,0.67567,,,,,,
56:42.0,0.67568,,,,,,
56:43.0,0.67587,,,,,,
56:44.0,0.67602,,,,,,
56:45.0,0.67651,,,,,,
56:46.0,0.67637,,,,,,
56:47.0,0.67666,,,,,,
56:48.0,0.67665,,,,,,
56:49.0,0.67705,,,,,,
56:50.0,0.67679,,,,,,
56:51.0,0.67611,,,,,,
56:52.0,0.67633,,,,,,
56:53.0,0.67622,,,,,,
56:54.0,0.67649,,,,,,
56:55.0,0.67642,,,,,,
56:56.0,0.67648,,,,,,
56:57.0,0.67658,,,,,,
56:58.0,0.67643,,,,,,
56:59.0,0.67632,,,,,,
57:00.0,0.6759,,,,,,
57:01.0,0.67608,,,,,,
57:02.0,0.67578,,,,,,
57:03.0,0.67617,,,,,,
57:04.0,0.67693,,,,,,
57:05.0,0.67675,,,,,,
57:06.0,0.67688,,,,,,
57:07.0,0.67688,,,,,,
57:08.0,0.67663,,,,,,
57:09.0,0.67665,,,,,,
57:10.0,0.67634,,,,,,
57:11.0,0.6763,,,,,,
57:12.0,0.67667,,,,,,
57:13.0,0.67697,,,,,,
57:14.0,0.67658,,,,,,
57:15.0,0.6765,,,,,,
57:16.0,0.67655,,,,,,
57:17.0,0.67663,,,,,,
57:18.0,0.67622,,,,,,
57:19.0,0.67625,,,,,,
57:20.0,0.67613,,,,,,
57:21.0,0.67618,,,,,,
57:22.0,0.67573,,,,,,
57:23.0,0.67574,,,,,,
57:24.0,0.67503,,,,,,
57:25.0,0.67404,,,,,,
57:26.0,0.67446,,,,,,
57:27.0,0.67562,,,,,,
57:28.0,0.67538,,,,,,
57:29.0,0.67531,,,,,,
57:30.0,0.67549,,,,,,
57:31.0,0.67507,,,,,,
57:32.0,0.6753,,,,,,
57:33.0,0.67477,,,,,,
57:34.0,0.67416,,,,,,
57:35.0,0.672,,,,,,
57:36.0,0.67271,,,,,,
57:37.0,0.67438,,,,,,
57:38.0,0.67471,,,,,,
57:39.0,0.673,,,,,,
57:40.0,0.67411,,,,,,
57:41.0,0.67478,,,,,,
57:42.0,0.67508,,,,,,
57:43.0,0.67604,,,,,,
57:44.0,0.67691,,,,,,
57:45.0,0.67645,,,,,,
57:46.0,0.67693,,,,,,
57:47.0,0.67651,,,,,,
57:48.0,0.67627,,,,,,
57:49.0,0.6764,,,,,,
57:50.0,0.67631,,,,,,
57:51.0,0.67699,,,,,,
57:52.0,0.67695,,,,,,
57:53.0,0.67694,,,,,,
57:54.0,0.67675,,,,,,
57:55.0,0.67744,,,,,,
57:56.0,0.67748,,,,,,
57:57.0,0.67752,,,,,,
57:58.0,0.67767,,,,,,
57:59.0,0.67762,,,,,,
58:00.0,0.67833,,,,,,
58:01.0,0.67868,,,,,,
58:02.0,0.67887,,,,,,
58:03.0,0.67916,,,,,,
58:04.0,0.67854,,,,,,
58:05.0,0.67886,,,,,,
58:06.0,0.67893,,,,,,
58:07.0,0.67848,,,,,,
58:08.0,0.67846,,,,,,
58:09.0,0.67881,,,,,,
58:10.0,0.67863,,,,,,
58:11.0,0.67851,,,,,,
58:12.0,0.67852,,,,,,
58:13.0,0.67853,,,,,,
58:14.0,0.6784,,,,,,
58:15.0,0.67802,,,,,,
58:16.0,0.67797,,,,,,
58:17.0,0.67781,,,,,,
58:18.0,0.6779,,,,,,
58:19.0,0.6783,,,,,,
58:20.0,0.67802,,,,,,
58:21.0,0.67799,,,,,,
58:22.0,0.67831,,,,,,
58:23.0,0.67875,,,,,,
58:24.0,0.67838,,,,,,
58:25.0,0.67783,,,,,,
58:26.0,0.67808,,,,,,
58:27.0,0.67807,,,,,,
58:28.0,0.67855,,,,,,
58:29.0,0.67911,,,,,,
58:30.0,0.67882,,,,,,
58:31.0,0.67886,,,,,,
58:32.0,0.67798,,,,,,
58:33.0,0.67767,,,,,,
58:34.0,0.67746,,,,,,
58:35.0,0.67769,,,,,,
58:36.0,0.67842,,,,,,
58:37.0,0.67861,,,,,,
58:38.0,0.67893,,,,,,
58:39.0,0.67886,,,,,,
58:40.0,0.67861,,,,,,
58:41.0,0.6783,,,,,,
58:42.0,0.6792,,,,,,
58:43.0,0.67996,,,,,,
58:44.0,0.67907,,,,,,
58:45.0,0.67928,,,,,,
58:46.0,0.67895,,,,,,
58:47.0,0.67901,,,,,,
58:48.0,0.67865,,,,,,
58:49.0,0.67853,,,,,,
58:50.0,0.67895,,,,,,
58:51.0,0.67862,,,,,,
58:52.0,0.67867,,,,,,
58:53.0,0.67897,,,,,,
58:54.0,0.67887,,,,,,
58:55.0,0.67918,,,,,,
58:56.0,0.67965,,,,,,
58:57.0,0.67973,,,,,,
58:58.0,0.68028,,,,,,
58:59.0,0.68025,,,,,,
59:00.0,0.68062,,,,,,
59:01.0,0.68026,,,,,,
59:02.0,0.68046,,,,,,
59:03.0,0.68049,,,,,,
59:04.0,0.68019,,,,,,
59:05.0,0.68012,,,,,,
59:06.0,0.68001,,,,,,
59:07.0,0.68032,,,,,,
59:08.0,0.67993,,,,,,
59:09.0,0.67967,,,,,,
59:10.0,0.68025,,,,,,
59:11.0,0.6798,,,,,,
59:12.0,0.68021,,,,,,
59:13.0,0.68034,,,,,,
59:14.0,0.68009,,,,,,
59:15.0,0.68034,,,,,,
59:16.0,0.67995,,,,,,
59:17.0,0.6801,,,,,,
59:18.0,0.67994,,,,,,
59:19.0,0.68005,,,,,,
59:20.0,0.68012,,,,,,
59:21.0,0.68029,,,,,,
59:22.0,0.6798,,,,,,
59:23.0,0.68014,,,,,,
59:24.0,0.68001,,,,,,
59:25.0,0.67966,,,,,,
59:26.0,0.67959,,,,,,
59:27.0,0.67979,,,,,,
59:28.0,0.67995,,,,,,
59:29.0,0.68006,,,,,,
59:30.0,0.67989,,,,,,
59:31.0,0.67965,,,,,,
59:32.0,0.6795,,,,,,
59:33.0,0.67881,,,,,,
59:34.0,0.67833,,,,,,
59:35.0,0.67859,,,,,,
59:36.0,0.67858,,,,,,
59:37.0,0.67918,,,,,,
59:38.0,0.6793,,,,,,
59:39.0,0.67923,,,,,,
59:40.0,0.67953,,,,,,
59:41.0,0.6796,,,,,,
59:42.0,0.67943,,,,,,
59:43.0,0.67994,,,,,,
59:44.0,0.68034,,,,,,
59:45.0,0.68053,,,,,,
59:46.0,0.68095,,,,,,
59:47.0,0.68105,,,,,,
59:48.0,0.68066,,,,,,
59:49.0,0.68116,,,,,,
59:50.0,0.68137,,,,,,
59:51.0,0.68098,,,,,,
59:52.0,0.68068,,,,,,
59:53.0,0.68061,,,,,,
59:54.0,0.68065,,,,,,
59:55.0,0.68055,,,,,,
59:56.0,0.68035,,,,,,
59:57.0,0.68068,,,,,,
59:58.0,0.6807,,,,,,
59:59.0,0.6807,,,,,,
00:00.0,0.68074,,,,,,
00:01.0,0.68107,,,,,,
00:02.0,0.68073,,,,,,
00:03.0,0.68095,,,,,,
00:04.0,0.68103,,,,,,
00:05.0,0.68062,,,,,,
00:06.0,0.68064,,,,,,
00:07.0,0.6805,,,,,,
00:08.0,0.68023,,,,,,
00:09.0,0.6799,,,,,,
00:10.0,0.67967,,,,,,
00:11.0,0.68002,,,,,,
00:12.0,0.67954,,,,,,
00:13.0,0.67929,,,,,,
00:14.0,0.67852,,,,,,
00:15.0,0.67881,,,,,,
00:16.0,0.67946,,,,,,
00:17.0,0.67944,,,,,,
00:18.0,0.67951,,,,,,
00:19.0,0.68012,,,,,,
00:20.0,0.6801,,,,,,
00:21.0,0.67905,,,,,,
00:22.0,0.68021,,,,,,
00:23.0,0.67974,,,,,,
00:24.0,0.68013,,,,,,
00:25.0,0.67947,,,,,,
00:26.0,0.67957,,,,,,
00:27.0,0.68,,,,,,
00:28.0,0.67976,,,,,,
00:29.0,0.68067,,,,,,
00:30.0,0.68112,,,,,,
00:31.0,0.6802,,,,,,
00:32.0,0.68007,,,,,,
00:33.0,0.67991,,,,,,
00:34.0,0.68005,,,,,,
00:35.0,0.68036,,,,,,
00:36.0,0.67959,,,,,,
00:37.0,0.67965,,,,,,
00:38.0,0.67976,,,,,,
00:39.0,0.68069,,,,,,
00:40.0,0.68083,,,,,,
00:41.0,0.68091,,,,,,
00:42.0,0.6818,,,,,,
00:43.0,0.68161,,,,,,
00:44.0,0.68127,,,,,,
00:45.0,0.68139,,,,,,
00:46.0,0.68139,,,,,,
00:47.0,0.68241,,,,,,
00:48.0,0.68126,,,,,,
00:49.0,0.6808,,,,,,
00:50.0,0.67992,,,,,,
00:51.0,0.68041,,,,,,
00:52.0,0.68102,,,,,,
00:53.0,0.68073,,,,,,
00:54.0,0.68162,,,,,,
00:55.0,0.68177,,,,,,
00:56.0,0.68176,,,,,,
00:57.0,0.68167,,,,,,
00:58.0,0.68109,,,,,,
00:59.0,0.681,,,,,,
01:00.0,0.68091,,,,,,
01:01.0,0.6808,,,,,,
01:02.0,0.68067,,,,,,
01:03.0,0.68097,,,,,,
01:04.0,0.6809,,,,,,
01:05.0,0.68016,,,,,,
01:06.0,0.68069,,,,,,
01:07.0,0.68142,,,,,,
01:08.0,0.68125,,,,,,
01:09.0,0.68168,,,,,,
01:10.0,0.68207,,,,,,
01:11.0,0.68208,,,,,,
01:12.0,0.6821,,,,,,
01:13.0,0.68264,,,,,,
01:14.0,0.68251,,,,,,
01:15.0,0.68285,,,,,,
01:16.0,0.68331,,,,,,
01:17.0,0.68235,,,,,,
01:18.0,0.68236,,,,,,
01:19.0,0.68223,,,,,,
01:20.0,0.68228,,,,,,
01:21.0,0.68189,,,,,,
01:22.0,0.6814,,,,,,
01:23.0,0.68129,,,,,,
01:24.0,0.68168,,,,,,
01:25.0,0.68177,,,,,,
01:26.0,0.68147,,,,,,
01:27.0,0.68186,,,,,,
01:28.0,0.68187,,,,,,
01:29.0,0.68161,,,,,,
01:30.0,0.68209,,,,,,
01:31.0,0.68246,,,,,,
01:32.0,0.68293,,,,,,
01:33.0,0.68261,,,,,,
01:34.0,0.68258,,,,,,
01:35.0,0.68317,,,,,,
01:36.0,0.68353,,,,,,
01:37.0,0.68383,,,,,,
01:38.0,0.6837,,,,,,
01:39.0,0.68393,,,,,,
01:40.0,0.68376,,,,,,
01:41.0,0.68358,,,,,,
01:42.0,0.68346,,,,,,
01:43.0,0.68304,,,,,,
01:44.0,0.6827,,,,,,
01:45.0,0.68254,,,,,,
01:46.0,0.68243,,,,,,
01:47.0,0.68178,,,,,,
01:48.0,0.68151,,,,,,
01:49.0,0.68124,,,,,,
01:50.0,0.68018,,,,,,
01:51.0,0.68064,,,,,,
01:52.0,0.68046,,,,,,
01:53.0,0.67937,,,,,,
01:54.0,0.67899,,,,,,
01:55.0,0.67899,,,,,,
01:56.0,0.67917,,,,,,
01:57.0,0.67999,,,,,,
01:58.0,0.68101,,,,,,
01:59.0,0.68188,,,,,,
02:00.0,0.68219,,,,,,
02:01.0,0.68258,,,,,,
02:02.0,0.68294,,,,,,
02:03.0,0.68371,,,,,,
02:04.0,0.6837,,,,,,
02:05.0,0.68373,,,,,,
02:06.0,0.68324,,,,,,
02:07.0,0.68269,,,,,,
02:08.0,0.68222,,,,,,
02:09.0,0.68168,,,,,,
02:10.0,0.68164,,,,,,
02:11.0,0.68226,,,,,,
02:12.0,0.68172,,,,,,
02:13.0,0.68139,,,,,,
02:14.0,0.68161,,,,,,
02:15.0,0.68132,,,,,,
02:16.0,0.68234,,,,,,
02:17.0,0.68156,,,,,,
02:18.0,0.68026,,,,,,
02:19.0,0.68035,,,,,,
02:20.0,0.68211,,,,,,
02:21.0,0.6814,,,,,,
02:22.0,0.68132,,,,,,
02:23.0,0.68167,,,,,,
02:24.0,0.6812,,,,,,
02:25.0,0.68131,,,,,,
02:26.0,0.68111,,,,,,
02:27.0,0.68133,,,,,,
02:28.0,0.68167,,,,,,
02:29.0,0.68278,,,,,,
02:30.0,0.68272,,,,,,
02:31.0,0.68285,,,,,,
02:32.0,0.68266,,,,,,
02:33.0,0.68299,,,,,,
02:34.0,0.68269,,,,,,
02:35.0,0.68285,,,,,,
02:36.0,0.68297,,,,,,
02:37.0,0.68334,,,,,,
02:38.0,0.68401,,,,,,
02:39.0,0.68462,,,,,,
02:40.0,0.68443,,,,,,
02:41.0,0.68391,,,,,,
02:42.0,0.68337,,,,,,
02:43.0,0.68323,,,,,,
02:44.0,0.68245,,,,,,
02:45.0,0.6817,,,,,,
02:46.0,0.68102,,,,,,
02:47.0,0.68189,,,,,,
02:48.0,0.68334,,,,,,
02:49.0,0.6846,,,,,,
02:50.0,0.68541,,,,,,
02:51.0,0.6852,,,,,,
02:52.0,0.68476,,,,,,
02:53.0,0.68433,,,,,,
02:54.0,0.68438,,,,,,
02:55.0,0.6837,,,,,,
02:56.0,0.68334,,,,,,
02:57.0,0.68342,,,,,,
02:58.0,0.68295,,,,,,
02:59.0,0.6835,,,,,,
03:00.0,0.68347,,,,,,
03:01.0,0.68289,,,,,,
03:02.0,0.68272,,,,,,
03:03.0,0.68227,,,,,,
03:04.0,0.68294,,,,,,
03:05.0,0.6836,,,,,,
03:06.0,0.68403,,,,,,
03:07.0,0.68453,,,,,,
03:08.0,0.68469,,,,,,
03:09.0,0.68481,,,,,,
03:10.0,0.68482,,,,,,
03:11.0,0.68461,,,,,,
03:12.0,0.6844,,,,,,
03:13.0,0.68451,,,,,,
03:14.0,0.68415,,,,,,
03:15.0,0.68401,,,,,,
03:16.0,0.68429,,,,,,
03:17.0,0.68353,,,,,,
03:18.0,0.68238,,,,,,
03:19.0,0.68322,,,,,,
03:20.0,0.68393,,,,,,
03:21.0,0.68418,,,,,,
03:22.0,0.68432,,,,,,
03:23.0,0.68441,,,,,,
03:24.0,0.6848,,,,,,
03:25.0,0.68492,,,,,,
03:26.0,0.6849,,,,,,
03:27.0,0.68484,,,,,,
03:28.0,0.68525,,,,,,
03:29.0,0.68491,,,,,,
03:30.0,0.68482,,,,,,
03:31.0,0.68447,,,,,,
03:32.0,0.68422,,,,,,
03:33.0,0.68423,,,,,,
03:34.0,0.68492,,,,,,
03:35.0,0.68479,,,,,,
03:36.0,0.68468,,,,,,
03:37.0,0.68509,,,,,,
03:38.0,0.68501,,,,,,
03:39.0,0.68499,,,,,,
03:40.0,0.68483,,,,,,
03:41.0,0.68508,,,,,,
03:42.0,0.68497,,,,,,
03:43.0,0.68503,,,,,,
03:44.0,0.68496,,,,,,
03:45.0,0.68486,,,,,,
03:46.0,0.68474,,,,,,
03:47.0,0.68513,,,,,,
03:48.0,0.68523,,,,,,
03:49.0,0.68507,,,,,,
03:50.0,0.6857,,,,,,
03:51.0,0.68622,,,,,,
03:52.0,0.68621,,,,,,
03:53.0,0.68649,,,,,,
03:54.0,0.68665,,,,,,
03:55.0,0.68646,,,,,,
03:56.0,0.68636,,,,,,
03:57.0,0.68581,,,,,,
03:58.0,0.68594,,,,,,
03:59.0,0.68612,,,,,,
04:00.0,0.68547,,,,,,
04:01.0,0.68545,,,,,,
04:02.0,0.6858,,,,,,
04:03.0,0.68559,,,,,,
04:04.0,0.68587,,,,,,
04:05.0,0.68558,,,,,,
04:06.0,0.6857,,,,,,
04:07.0,0.68606,,,,,,
04:08.0,0.68572,,,,,,
04:09.0,0.68602,,,,,,
04:10.0,0.68576,,,,,,
04:11.0,0.68545,,,,,,
04:12.0,0.68532,,,,,,
04:13.0,0.6858,,,,,,
04:14.0,0.68552,,,,,,
04:15.0,0.68504,,,,,,
04:16.0,0.68576,,,,,,
04:17.0,0.68603,,,,,,
04:18.0,0.68581,,,,,,
04:19.0,0.6858,,,,,,
04:20.0,0.68569,,,,,,
04:21.0,0.68547,,,,,,
04:22.0,0.68492,,,,,,
04:23.0,0.68489,,,,,,
04:24.0,0.68478,,,,,,
04:25.0,0.68473,,,,,,
04:26.0,0.68476,,,,,,
04:27.0,0.68452,,,,,,
04:28.0,0.68431,,,,,,
04:29.0,0.68455,,,,,,
04:30.0,0.68475,,,,,,
04:31.0,0.68512,,,,,,
04:32.0,0.68476,,,,,,
04:33.0,0.68472,,,,,,
04:34.0,0.68554,,,,,,
04:35.0,0.6862,,,,,,
04:36.0,0.68631,,,,,,
04:37.0,0.68632,,,,,,
04:38.0,0.68606,,,,,,
04:39.0,0.68652,,,,,,
04:40.0,0.68629,,,,,,
04:41.0,0.68586,,,,,,
04:42.0,0.68586,,,,,,
04:43.0,0.6861,,,,,,
04:44.0,0.68616,,,,,,
04:45.0,0.68592,,,,,,
04:46.0,0.6858,,,,,,
04:47.0,0.68568,,,,,,
04:48.0,0.68543,,,,,,
04:49.0,0.68533,,,,,,
04:50.0,0.6854,,,,,,
04:51.0,0.68597,,,,,,
04:52.0,0.68592,,,,,,
04:53.0,0.68531,,,,,,
04:54.0,0.68533,,,,,,
04:55.0,0.68539,,,,,,
04:56.0,0.68493,,,,,,
04:57.0,0.68475,,,,,,
04:58.0,0.68436,,,,,,
04:59.0,0.68443,,,,,,
05:00.0,0.68452,,,,,,
05:01.0,0.68429,,,,,,
05:02.0,0.68468,,,,,,
05:03.0,0.68508,,,,,,
05:04.0,0.68526,,,,,,
05:05.0,0.68543,,,,,,
05:06.0,0.68562,,,,,,
05:07.0,0.68523,,,,,,
05:08.0,0.68566,,,,,,
05:09.0,0.68602,,,,,,
05:10.0,0.68632,,,,,,
05:11.0,0.6867,,,,,,
05:12.0,0.68676,,,,,,
05:13.0,0.68711,,,,,,
05:14.0,0.68672,,,,,,
05:15.0,0.6856,,,,,,
05:16.0,0.68437,,,,,,
05:17.0,0.68441,,,,,,
05:18.0,0.68531,,,,,,
05:19.0,0.68513,,,,,,
05:20.0,0.68543,,,,,,
05:21.0,0.68655,,,,,,
05:22.0,0.68671,,,,,,
05:23.0,0.68698,,,,,,
05:24.0,0.6871,,,,,,
05:25.0,0.6878,,,,,,
05:26.0,0.68842,,,,,,
05:27.0,0.68799,,,,,,
05:28.0,0.68771,,,,,,
05:29.0,0.68762,,,,,,
05:30.0,0.68784,,,,,,
05:31.0,0.68834,,,,,,
05:32.0,0.68784,,,,,,
05:33.0,0.68745,,,,,,
05:34.0,0.68743,,,,,,
05:35.0,0.68731,,,,,,
05:36.0,0.68782,,,,,,
05:37.0,0.6877,,,,,,
05:38.0,0.68769,,,,,,
05:39.0,0.68753,,,,,,
05:40.0,0.68682,,,,,,
05:41.0,0.68694,,,,,,
05:42.0,0.68744,,,,,,
05:43.0,0.68826,,,,,,
05:44.0,0.6885,,,,,,
05:45.0,0.68836,,,,,,
05:46.0,0.68855,,,,,,
05:47.0,0.68829,,,,,,
05:48.0,0.68819,,,,,,
05:49.0,0.6885,,,,,,
05:50.0,0.68806,,,,,,
05:51.0,0.68763,,,,,,
05:52.0,0.68725,,,,,,
05:53.0,0.68744,,,,,,
05:54.0,0.68782,,,,,,
05:55.0,0.68761,,,,,,
05:56.0,0.68744,,,,,,
05:57.0,0.68739,,,,,,
05:58.0,0.68755,,,,,,
05:59.0,0.68766,,,,,,
06:00.0,0.68744,,,,,,
06:01.0,0.68816,,,,,,
06:02.0,0.68768,,,,,,
06:03.0,0.68784,,,,,,
06:04.0,0.68764,,,,,,
06:05.0,0.6882,,,,,,
06:06.0,0.68838,,,,,,
06:07.0,0.68866,,,,,,
06:08.0,0.68834,,,,,,
06:09.0,0.68892,,,,,,
06:10.0,0.68884,,,,,,
06:11.0,0.68857,,,,,,
06:12.0,0.68831,,,,,,
06:13.0,0.68863,,,,,,
06:14.0,0.68908,,,,,,
06:15.0,0.68867,,,,,,
06:16.0,0.68909,,,,,,
06:17.0,0.68883,,,,,,
06:18.0,0.6885,,,,,,
06:19.0,0.68903,,,,,,
06:20.0,0.68871,,,,,,
06:21.0,0.68877,,,,,,
06:22.0,0.6886,,,,,,
06:23.0,0.68844,,,,,,
06:24.0,0.68868,,,,,,
06:25.0,0.68894,,,,,,
06:26.0,0.68908,,,,,,
06:27.0,0.68882,,,,,,
06:28.0,0.68902,,,,,,
06:29.0,0.68923,,,,,,
06:30.0,0.68935,,,,,,
06:31.0,0.68928,,,,,,
06:32.0,0.68934,,,,,,
06:33.0,0.68926,,,,,,
06:34.0,0.68935,,,,,,
06:35.0,0.68958,,,,,,
06:36.0,0.68953,,,,,,
06:37.0,0.68929,,,,,,
06:38.0,0.68934,,,,,,
06:39.0,0.68969,,,,,,
06:40.0,0.68956,,,,,,
06:41.0,0.68942,,,,,,
06:42.0,0.68919,,,,,,
06:43.0,0.68966,,,,,,
06:44.0,0.68926,,,,,,
06:45.0,0.68908,,,,,,
06:46.0,0.68911,,,,,,
06:47.0,0.6891,,,,,,
06:48.0,0.68893,,,,,,
06:49.0,0.68897,,,,,,
06:50.0,0.68884,,,,,,
06:51.0,0.68853,,,,,,
06:52.0,0.68865,,,,,,
06:53.0,0.68861,,,,,,
06:54.0,0.68839,,,,,,
06:55.0,0.68838,,,,,,
06:56.0,0.68821,,,,,,
06:57.0,0.6882,,,,,,
06:58.0,0.68809,,,,,,
06:59.0,0.68807,,,,,,
07:00.0,0.68829,,,,,,
07:01.0,0.68862,,,,,,
07:02.0,0.68854,,,,,,
07:03.0,0.68839,,,,,,
07:04.0,0.68804,,,,,,
07:05.0,0.68837,,,,,,
07:06.0,0.68832,,,,,,
07:07.0,0.68791,,,,,,
07:08.0,0.68796,,,,,,
07:09.0,0.68809,,,,,,
07:10.0,0.68784,,,,,,
07:11.0,0.68802,,,,,,
07:12.0,0.68753,,,,,,
07:13.0,0.68764,,,,,,
07:14.0,0.68786,,,,,,
07:15.0,0.68744,,,,,,
07:16.0,0.68752,,,,,,
07:17.0,0.6878,,,,,,
07:18.0,0.68771,,,,,,
07:19.0,0.68736,,,,,,
07:20.0,0.6874,,,,,,
07:21.0,0.68711,,,,,,
07:22.0,0.68714,,,,,,
07:23.0,0.68727,,,,,,
07:24.0,0.68711,,,,,,
07:25.0,0.68747,,,,,,
07:26.0,0.68712,,,,,,
07:27.0,0.68705,,,,,,
07:28.0,0.6864,,,,,,
07:29.0,0.68666,,,,,,
07:30.0,0.68659,,,,,,
07:31.0,0.68617,,,,,,
07:32.0,0.68694,,,,,,
07:33.0,0.68788,,,,,,
07:34.0,0.68811,,,,,,
07:35.0,0.68844,,,,,,
07:36.0,0.68892,,,,,,
07:37.0,0.68887,,,,,,
07:38.0,0.68923,,,,,,
07:39.0,0.68962,,,,,,
07:40.0,0.68916,,,,,,
07:41.0,0.68892,,,,,,
07:42.0,0.68866,,,,,,
07:43.0,0.68826,,,,,,
07:44.0,0.68803,,,,,,
07:45.0,0.6879,,,,,,
07:46.0,0.68774,,,,,,
07:47.0,0.68805,,,,,,
07:48.0,0.68858,,,,,,
07:49.0,0.68897,,,,,,
07:50.0,0.68908,,,,,,
07:51.0,0.68912,,,,,,
07:52.0,0.68982,,,,,,
07:53.0,0.68992,,,,,,
07:54.0,0.68983,,,,,,
07:55.0,0.68974,,,,,,
07:56.0,0.68927,,,,,,
07:57.0,0.68907,,,,,,
07:58.0,0.68878,,,,,,
07:59.0,0.68809,,,,,,
08:00.0,0.68782,,,,,,
08:01.0,0.68803,,,,,,
08:02.0,0.68821,,,,,,
08:03.0,0.68749,,,,,,
08:04.0,0.68773,,,,,,
08:05.0,0.68773,,,,,,
08:06.0,0.68818,,,,,,
08:07.0,0.68855,,,,,,
08:08.0,0.68841,,,,,,
08:09.0,0.68874,,,,,,
08:10.0,0.68859,,,,,,
08:11.0,0.68812,,,,,,
08:12.0,0.68807,,,,,,
08:13.0,0.68784,,,,,,
08:14.0,0.68809,,,,,,
08:15.0,0.68848,,,,,,
08:16.0,0.68848,,,,,,
08:17.0,0.68845,,,,,,
08:18.0,0.68883,,,,,,
08:19.0,0.68876,,,,,,
08:20.0,0.6884,,,,,,
08:21.0,0.68933,,,,,,
08:22.0,0.68912,,,,,,
08:23.0,0.68886,,,,,,
08:24.0,0.68874,,,,,,
08:25.0,0.68857,,,,,,
08:26.0,0.68873,,,,,,
08:27.0,0.68882,,,,,,
08:28.0,0.68894,,,,,,
08:29.0,0.68877,,,,,,
08:30.0,0.68883,,,,,,
08:31.0,0.68864,,,,,,
08:32.0,0.68889,,,,,,
08:33.0,0.68908,,,,,,
08:34.0,0.68946,,,,,,
08:35.0,0.68939,,,,,,
08:36.0,0.68934,,,,,,
08:37.0,0.68969,,,,,,
08:38.0,0.68988,,,,,,
08:39.0,0.68976,,,,,,
08:40.0,0.68955,,,,,,
08:41.0,0.68963,,,,,,
08:42.0,0.68894,,,,,,
08:43.0,0.68889,,,,,,
08:44.0,0.6886,,,,,,
08:45.0,0.68842,,,,,,
08:46.0,0.68811,,,,,,
08:47.0,0.68842,,,,,,
08:48.0,0.68804,,,,,,
08:49.0,0.68833,,,,,,
08:50.0,0.68834,,,,,,
08:51.0,0.68828,,,,,,
08:52.0,0.68794,,,,,,
08:53.0,0.68744,,,,,,
08:54.0,0.6864,,,,,,
08:55.0,0.68668,,,,,,
08:56.0,0.68828,,,,,,
08:57.0,0.68894,,,,,,
08:58.0,0.68984,,,,,,
08:59.0,0.68949,,,,,,
09:00.0,0.68935,,,,,,
09:01.0,0.68887,,,,,,
09:02.0,0.68811,,,,,,
09:03.0,0.68836,,,,,,
09:04.0,0.68782,,,,,,
09:05.0,0.68786,,,,,,
09:06.0,0.68691,,,,,,
09:07.0,0.68663,,,,,,
09:08.0,0.68679,,,,,,
09:09.0,0.68738,,,,,,
09:10.0,0.68801,,,,,,
09:11.0,0.68902,,,,,,
09:12.0,0.68992,,,,,,
09:13.0,0.69027,,,,,,
09:14.0,0.68987,,,,,,
09:15.0,0.68978,,,,,,
09:16.0,0.68988,,,,,,
09:17.0,0.6908,,,,,,
09:18.0,0.69068,,,,,,
09:19.0,0.6905,,,,,,
