MS,-0.25,VWC,-0.25,PWP,-0.25
,,,,15:18,0.01558
,,,,15:18,0.01569
,,,,15:18,0.0157
,,,,15:18,0.01564
,,,,15:18,0.0156
,,,,15:18,0.01542
,,,,15:18,0.01529
,,,,15:18,0.01556
,,,,15:18,0.01565
,,,,15:18,0.01541
,,,,15:18,0.01562
,,,,15:18,0.01533
,,,,15:18,0.01563
,,,,15:18,0.01507
,,,,15:18,0.01501
,,,,15:18,0.01491
,,,,15:18,0.01491
,,,,15:18,0.01501
,,,,15:18,0.01487
,,,,15:18,0.01516
,,,,15:18,0.0153
,,,,15:18,0.0152
,,,,15:18,0.01474
,,,,15:18,0.01511
,,,,15:18,0.01485
,,,,15:18,0.01461
,,,,15:18,0.01511
,,,,15:18,0.01457
,,,,15:18,0.01457
,,,,15:18,0.01431
,,,,15:18,0.01443
,,,,15:18,0.01444
,,,,15:18,0.01474
,,,,15:18,0.01479
,,,,15:18,0.01451
,,,,15:18,0.01454
,,,,15:18,0.01469
,,,,15:18,0.01444
,,,,15:18,0.01452
,,,,15:18,0.01476
,,,,15:18,0.01446
,,,,15:18,0.01456
,,,,15:18,0.01458
,,,,15:18,0.01456
,,,,15:18,0.0148
,,,,15:18,0.01425
,,,,15:18,0.01432
,,,,15:18,0.01447
,,,,15:18,0.01445
,,,,15:18,0.01433
,,,,15:18,0.01439
,,,,15:18,0.01443
,,,,15:18,0.01455
,,,,15:18,0.01432
,,,,15:19,0.0146
,,,,15:19,0.01473
,,,,15:19,0.01434
,,,,15:19,0.01468
,,,,15:19,0.01443
,,,,15:19,0.01453
,,,,15:19,0.01464
,,,,15:19,0.01432
,,,,15:19,0.014
,,,,15:19,0.01422
,,,,15:19,0.01417
,,,,15:19,0.01393
,,,,15:19,0.01395
,,,,15:19,0.01419
,,,,15:19,0.01415
,,,,15:19,0.01394
,,,,15:19,0.0141
,,,,15:19,0.0138
,,,,15:19,0.01366
,,,,15:19,0.01356
,,,,15:19,0.01391
,,,,15:19,0.01379
,,,,15:19,0.01403
,,,,15:19,0.0139
,,,,15:19,0.01403
,,,,15:19,0.01351
,,,,15:19,0.0139
,,,,15:19,0.01351
,,,,15:19,0.01374
,,,,15:19,0.01376
,,,,15:19,0.01356
,,,,15:19,0.01339
,,,,15:19,0.01367
,,,,15:19,0.0138
,,,,15:19,0.01405
,,,,15:19,0.01372
,,,,15:19,0.01385
,,,,15:19,0.01408
,,,,15:19,0.01376
,,,,15:19,0.01371
,,,,15:19,0.01419
,,,,15:19,0.01381
,,,,15:19,0.01358
,,,,15:19,0.01364
,,,,15:19,0.01353
,,,,15:19,0.0134
,,,,15:19,0.01309
,,,,15:19,0.01316
,,,,15:19,0.01327
,,,,15:19,0.01328
,,,,15:19,0.0134
,,,,15:19,0.01316
,,,,15:19,0.01324
,,,,15:19,0.01328
,,,,15:19,0.01274
,,,,15:19,0.01317
,,,,15:19,0.01317
,,,,15:19,0.01277
,,,,15:19,0.01352
,,,,15:19,0.01333
,,,,15:20,0.01314
,,,,15:20,0.01337
,,,,15:20,0.013
,,,,15:20,0.01261
,,,,15:20,0.0129
,,,,15:20,0.01298
,,,,15:20,0.01294
,,,,15:20,0.01296
,,,,15:20,0.01295
,,,,15:20,0.0126
,,,,15:20,0.01288
,,,,15:20,0.01255
,,,,15:20,0.01244
,,,,15:20,0.01275
,,,,15:20,0.01253
,,,,15:20,0.01273
,,,,15:20,0.01253
,,,,15:20,0.01258
,,,,15:20,0.0124
,,,,15:20,0.01262
,,,,15:20,0.01204
,,,,15:20,0.01217
,,,,15:20,0.01234
,,,,15:20,0.01184
,,,,15:20,0.01173
,,,,15:20,0.01189
,,,,15:20,0.01213
,,,,15:20,0.01195
,,,,15:20,0.0116
,,,,15:20,0.01163
,,,,15:20,0.01195
,,,,15:20,0.01214
,,,,15:20,0.01193
,,,,15:20,0.01197
,,,,15:20,0.01186
,,,,15:20,0.01216
,,,,15:20,0.01198
,,,,15:20,0.01193
,,,,15:20,0.01205
,,,,15:20,0.01189
,,,,15:20,0.01184
,,,,15:20,0.01186
,,,,15:20,0.01196
,,,,15:20,0.01148
,,,,15:20,0.01176
,,,,15:20,0.01195
,,,,15:20,0.01165
,,,,15:20,0.01136
,,,,15:20,0.01168
,,,,15:20,0.01161
,,,,15:20,0.01165
,,,,15:20,0.01184
,,,,15:20,0.01147
,,,,15:20,0.01164
,,,,15:20,0.01165
,,,,15:20,0.01154
,,,,15:20,0.01159
,,,,15:20,0.01146
,,,,15:20,0.01151
,,,,15:20,0.01132
,,,,15:21,0.0113
,,,,15:21,0.01153
,,,,15:21,0.01184
,,,,15:21,0.01136
,,,,15:21,0.01149
,,,,15:21,0.01108
,,,,15:21,0.01099
,,,,15:21,0.01141
,,,,15:21,0.01115
,,,,15:21,0.0109
,,,,15:21,0.01105
,,,,15:21,0.01102
,,,,15:21,0.01104
,,,,15:21,0.01107
,,,,15:21,0.01079
,,,,15:21,0.01051
,,,,15:21,0.01097
,,,,15:21,0.01111
,,,,15:21,0.0112
,,,,15:21,0.01095
,,,,15:21,0.01074
,,,,15:21,0.01103
,,,,15:21,0.01078
,,,,15:21,0.01096
,,,,15:21,0.01073
,,,,15:21,0.01067
,,,,15:21,0.01097
,,,,15:21,0.01087
,,,,15:21,0.01067
,,,,15:21,0.01098
,,,,15:21,0.01074
,,,,15:21,0.01069
,,,,15:21,0.01052
,,,,15:21,0.01071
,,,,15:21,0.01083
,,,,15:21,0.01065
,,,,15:21,0.01059
,,,,15:21,0.01045
,,,,15:21,0.01029
,,,,15:21,0.0105
,,,,15:21,0.01004
,,,,15:21,0.01022
,,,,15:21,0.01037
,,,,15:21,0.01011
,,,,15:21,0.01027
,,,,15:21,0.01027
,,,,15:21,0.01025
,,,,15:21,0.01051
,,,,15:21,0.0103
,,,,15:21,0.01013
,,,,15:21,0.01026
,,,,15:21,0.01017
,,,,15:21,0.01022
,,,,15:21,0.00997
,,,,15:21,0.00995
,,,,15:21,0.01004
,,,,15:21,0.01019
,,,,15:21,0.00999
,,,,15:21,0.01041
,,,,15:21,0.01045
,,,,15:22,0.01017
,,,,15:22,0.01005
,,,,15:22,0.01043
,,,,15:22,0.01031
,,,,15:22,0.01026
,,,,15:22,0.01048
,,,,15:22,0.01028
,,,,15:22,0.01039
,,,,15:22,0.01022
,,,,15:22,0.00987
,,,,15:22,0.00985
,,,,15:22,0.01005
,,,,15:22,0.00997
,,,,15:22,0.01015
,,,,15:22,0.01007
,,,,15:22,0.00994
,,,,15:22,0.01002
,,,,15:22,0.01018
,,,,15:22,0.00991
,,,,15:22,0.0098
,,,,15:22,0.01002
,,,,15:22,0.00983
,,,,15:22,0.01023
,,,,15:22,0.01049
,,,,15:22,0.00993
,,,,15:22,0.01011
,,,,15:22,0.01022
,,,,15:22,0.01043
,,,,15:22,0.01069
,,,,15:22,0.01021
,,,,15:22,0.01046
,,,,15:22,0.01029
,,,,15:22,0.01053
,,,,15:22,0.01037
,,,,15:22,0.01004
,,,,15:22,0.01032
,,,,15:22,0.01016
,,,,15:22,0.00997
,,,,15:22,0.0101
,,,,15:22,0.01
,,,,15:22,0.00983
,,,,15:22,0.00992
,,,,15:22,0.00947
,,,,15:22,0.00978
,,,,15:22,0.00956
,,,,15:22,0.00942
,,,,15:22,0.00962
,,,,15:22,0.00955
,,,,15:22,0.0099
,,,,15:22,0.00978
,,,,15:22,0.0101
,,,,15:22,0.01019
,,,,15:22,0.01022
,,,,15:22,0.0101
,,,,15:22,0.0101
,,,,15:22,0.01003
,,,,15:22,0.01006
,,,,15:22,0.00981
,,,,15:22,0.00984
,,,,15:22,0.00995
,,,,15:23,0.01027
,,,,15:23,0.01013
,,,,15:23,0.00997
,,,,15:23,0.0103
,,,,15:23,0.01007
,,,,15:23,0.01007
,,,,15:23,0.00983
,,,,15:23,0.00994
,,,,15:23,0.00996
,,,,15:23,0.01004
,,,,15:23,0.0098
,,,,15:23,0.00983
,,,,15:23,0.00995
,,,,15:23,0.00998
,,,,15:23,0.01038
,,,,15:23,0.01008
,,,,15:23,0.01013
,,,,15:23,0.01001
,,,,15:23,0.00971
,,,,15:23,0.01022
,,,,15:23,0.01008
,,,,15:23,0.00972
,,,,15:23,0.00994
,,,,15:23,0.00962
,,,,15:23,0.00991
,,,,15:23,0.00957
,,,,15:23,0.00995
,,,,15:23,0.00987
,,,,15:23,0.00945
,,,,15:23,0.00991
,,,,15:23,0.01002
,,,,15:23,0.01009
,,,,15:23,0.01013
,,,,15:23,0.0099
,,,,15:23,0.01005
,,,,15:23,0.0101
,,,,15:23,0.00992
,,,,15:23,0.00988
,,,,15:23,0.01018
,,,,15:23,0.00986
,,,,15:23,0.01002
,,,,15:23,0.00994
,,,,15:23,0.0093
,,,,15:23,0.00947
,,,,15:23,0.00958
,,,,15:23,0.00964
,,,,15:23,0.0097
,,,,15:23,0.00947
,,,,15:23,0.00963
,,,,15:23,0.00936
,,,,15:23,0.00952
,,,,15:23,0.00945
,,,,15:23,0.00942
,,,,15:23,0.00927
,,,,15:23,0.00951
,,,,15:23,0.00933
,,,,15:23,0.00936
,,,,15:23,0.00959
,,,,15:23,0.0097
,,,,15:23,0.00926
,,,,15:24,0.00896
,,,,15:24,0.00906
,,,,15:24,0.00924
,,,,15:24,0.00894
,,,,15:24,0.00886
,,,,15:24,0.00891
,,,,15:24,0.00873
,,,,15:24,0.00849
,,,,15:24,0.00861
,,,,15:24,0.00863
,,,,15:24,0.00894
,,,,15:24,0.00866
,,,,15:24,0.00876
,,,,15:24,0.00873
,,,,15:24,0.00853
,,,,15:24,0.00879
,,,,15:24,0.00868
,,,,15:24,0.00893
,,,,15:24,0.00884
,,,,15:24,0.00852
,,,,15:24,0.00868
,,,,15:24,0.00892
,,,,15:24,0.00923
,,,,15:24,0.00911
,,,,15:24,0.00877
,,,,15:24,0.00898
,,,,15:24,0.00886
,,,,15:24,0.00898
,,,,15:24,0.00858
,,,,15:24,0.00899
,,,,15:24,0.00891
,,,,15:24,0.00879
,,,,15:24,0.00852
,,,,15:24,0.00855
,,,,15:24,0.00878
,,,,15:24,0.00854
,,,,15:24,0.00853
,,,,15:24,0.00842
,,,,15:24,0.00836
,,,,15:24,0.00855
,,,,15:24,0.00874
,,,,15:24,0.00863
,,,,15:24,0.00871
,,,,15:24,0.00862
,,,,15:24,0.00884
,,,,15:24,0.00902
,,,,15:24,0.00882
,,,,15:24,0.00886
,,,,15:24,0.00909
,,,,15:24,0.00882
,,,,15:24,0.00901
,,,,15:24,0.00872
,,,,15:24,0.00887
,,,,15:24,0.00868
,,,,15:24,0.00887
,,,,15:24,0.00889
,,,,15:24,0.00888
,,,,15:24,0.00846
,,,,15:24,0.00848
,,,,15:24,0.00833
,,,,15:25,0.00823
,,,,15:25,0.00851
,,,,15:25,0.00824
,,,,15:25,0.0084
,,,,15:25,0.00827
,,,,15:25,0.00787
,,,,15:25,0.0077
,,,,15:25,0.00795
,,,,15:25,0.0082
,,,,15:25,0.00746
,,,,15:25,0.00773
,,,,15:25,0.0076
,,,,15:25,0.00782
,,,,15:25,0.00744
,,,,15:25,0.0075
,,,,15:25,0.00797
,,,,15:25,0.00775
,,,,15:25,0.00748
,,,,15:25,0.00739
,,,,15:25,0.00728
,,,,15:25,0.0075
,,,,15:25,0.00743
,,,,15:25,0.00714
,,,,15:25,0.00725
,,,,15:25,0.00767
,,,,15:25,0.00753
,,,,15:25,0.00719
,,,,15:25,0.00745
,,,,15:25,0.00731
,,,,15:25,0.00707
,,,,15:25,0.0074
,,,,15:25,0.00709
,,,,15:25,0.00716
,,,,15:25,0.00732
,,,,15:25,0.00718
,,,,15:25,0.00718
,,,,15:25,0.00724
,,,,15:25,0.00735
,,,,15:25,0.0069
,,,,15:25,0.00713
,,,,15:25,0.0068
,,,,15:25,0.00708
,,,,15:25,0.00662
,,,,15:25,0.00664
,,,,15:25,0.00683
,,,,15:25,0.00687
,,,,15:25,0.00692
,,,,15:25,0.00674
,,,,15:25,0.00655
,,,,15:25,0.00614
,,,,15:25,0.00624
,,,,15:25,0.00635
,,,,15:25,0.0066
,,,,15:25,0.00642
,,,,15:25,0.00627
,,,,15:25,0.0064
,,,,15:25,0.0065
,,,,15:25,0.00639
,,,,15:25,0.00661
,,,,15:25,0.00641
,,,,15:26,0.00631
,,,,15:26,0.00667
,,,,15:26,0.00667
,,,,15:26,0.00664
,,,,15:26,0.00667
,,,,15:26,0.00653
,,,,15:26,0.00652
,,,,15:26,0.00635
,,,,15:26,0.00643
,,,,15:26,0.00653
,,,,15:26,0.00637
,,,,15:26,0.00669
,,,,15:26,0.00632
,,,,15:26,0.00634
,,,,15:26,0.0067
,,,,15:26,0.00648
,,,,15:26,0.00623
,,,,15:26,0.0063
,,,,15:26,0.00643
,,,,15:26,0.00683
,,,,15:26,0.00666
,,,,15:26,0.0067
,,,,15:26,0.00633
,,,,15:26,0.00658
,,,,15:26,0.00654
,,,,15:26,0.00676
,,,,15:26,0.00662
,,,,15:26,0.00699
,,,,15:26,0.00678
,,,,15:26,0.00664
,,,,15:26,0.00712
,,,,15:26,0.00679
,,,,15:26,0.00611
,,,,15:26,0.00609
,,,,15:26,0.00639
,,,,15:26,0.00606
,,,,15:26,0.00602
,,,,15:26,0.00586
,,,,15:26,0.00629
,,,,15:26,0.00681
,,,,15:26,0.00661
,,,,15:26,0.00658
,,,,15:26,0.00672
,,,,15:26,0.00632
,,,,15:26,0.00637
,,,,15:26,0.00624
,,,,15:26,0.00662
,,,,15:26,0.00653
,,,,15:26,0.00618
,,,,15:26,0.0064
,,,,15:26,0.00682
,,,,15:26,0.00632
,,,,15:26,0.0066
,,,,15:26,0.00708
,,,,15:26,0.00707
,,,,15:26,0.0071
,,,,15:26,0.00732
,,,,15:26,0.00737
,,,,15:26,0.00686
,,,,15:26,0.00673
,,,,15:27,0.00687
,,,,15:27,0.00683
,,,,15:27,0.00683
,,,,15:27,0.00629
,,,,15:27,0.0067
,,,,15:27,0.00635
,,,,15:27,0.00663
,,,,15:27,0.0065
,,,,15:27,0.00634
,,,,15:27,0.00642
,,,,15:27,0.00645
,,,,15:27,0.00642
,,,,15:27,0.00673
,,,,15:27,0.00673
,,,,15:27,0.00618
,,,,15:27,0.00665
,,,,15:27,0.00649
,,,,15:27,0.0063
,,,,15:27,0.0065
,,,,15:27,0.00631
,,,,15:27,0.00655
,,,,15:27,0.00632
,,,,15:27,0.00619
,,,,15:27,0.00607
,,,,15:27,0.00624
,,,,15:27,0.00641
,,,,15:27,0.00649
,,,,15:27,0.00614
,,,,15:27,0.00653
,,,,15:27,0.00635
,,,,15:27,0.00594
,,,,15:27,0.0061
,,,,15:27,0.00621
,,,,15:27,0.00558
,,,,15:27,0.00591
,,,,15:27,0.00606
,,,,15:27,0.00597
,,,,15:27,0.00604
,,,,15:27,0.00628
,,,,15:27,0.00626
,,,,15:27,0.00597
,,,,15:27,0.00576
,,,,15:27,0.00631
,,,,15:27,0.00589
,,,,15:27,0.00613
,,,,15:27,0.00605
,,,,15:27,0.00623
,,,,15:27,0.00642
,,,,15:27,0.00598
,,,,15:27,0.00613
,,,,15:27,0.00617
,,,,15:27,0.00615
,,,,15:27,0.00589
,,,,15:27,0.00625
,,,,15:27,0.00613
,,,,15:27,0.00628
,,,,15:27,0.00633
,,,,15:27,0.00646
,,,,15:27,0.00607
,,,,15:27,0.00601
,,,,15:28,0.00618
,,,,15:28,0.00607
,,,,15:28,0.00573
,,,,15:28,0.00583
,,,,15:28,0.00585
,,,,15:28,0.00611
,,,,15:28,0.00615
,,,,15:28,0.00598
,,,,15:28,0.00577
,,,,15:28,0.00557
,,,,15:28,0.00644
,,,,15:28,0.0056
,,,,15:28,0.00862
,,,,15:28,0.01283
,,,,15:28,0.01483
,,,,15:28,0.01642
,,,,15:28,0.01248
,,,,15:28,0.00999
,,,,15:28,0.0089
,,,,15:28,0.00808
,,,,15:28,0.00753
,,,,15:28,0.01075
,,,,15:28,0.01511
,,,,15:28,0.01521
,,,,15:28,0.01131
,,,,15:28,0.00973
,,,,15:28,0.00849
,,,,15:28,0.01104
,,,,15:28,0.01478
,,,,15:28,0.01675
,,,,15:28,0.01347
,,,,15:28,0.0122
,,,,15:28,0.01625
,,,,15:28,0.01754
,,,,15:28,0.01836
,,,,15:28,0.01933
,,,,15:28,0.01626
,,,,15:28,0.01756
,,,,15:28,0.01984
,,,,15:28,0.01972
,,,,15:28,0.02056
,,,,15:28,0.01977
,,,,15:28,0.01839
,,,,15:28,0.02012
,,,,15:28,0.02064
,,,,15:28,0.02074
,,,,15:28,0.02144
,,,,15:28,0.02037
,,,,15:28,0.01941
,,,,15:28,0.02099
,,,,15:28,0.02063
,,,,15:28,0.02103
,,,,15:28,0.02145
,,,,15:28,0.02144
,,,,15:28,0.02199
,,,,15:28,0.02032
,,,,15:28,0.02021
,,,,15:28,0.02131
,,,,15:28,0.02126
,,,,15:28,0.02177
,,,,15:29,0.02157
,,,,15:29,0.02182
,,,,15:29,0.02208
,,,,15:29,0.02159
,,,,15:29,0.02024
,,,,15:29,0.02069
,,,,15:29,0.02149
,,,,15:29,0.02136
,,,,15:29,0.02158
,,,,15:29,0.02168
,,,,15:29,0.02169
,,,,15:29,0.02183
,,,,15:29,0.02224
,,,,15:29,0.02204
,,,,15:29,0.02212
,,,,15:29,0.02219
,,,,15:29,0.02217
,,,,15:29,0.02259
,,,,15:29,0.0223
,,,,15:29,0.02237
,,,,15:29,0.02244
,,,,15:29,0.02167
,,,,15:29,0.02186
,,,,15:29,0.02202
,,,,15:29,0.0224
,,,,15:29,0.02235
,,,,15:29,0.02244
,,,,15:29,0.02282
,,,,15:29,0.02284
,,,,15:29,0.02266
,,,,15:29,0.02258
,,,,15:29,0.02267
,,,,15:29,0.02282
,,,,15:29,0.02288
,,,,15:29,0.02312
,,,,15:29,0.02321
,,,,15:29,0.02307
,,,,15:29,0.02292
,,,,15:29,0.02286
,,,,15:29,0.02309
,,,,15:29,0.02332
,,,,15:29,0.02338
,,,,15:29,0.02331
,,,,15:29,0.02338
,,,,15:29,0.023
,,,,15:29,0.02311
,,,,15:29,0.02278
,,,,15:29,0.02327
,,,,15:29,0.02334
,,,,15:29,0.02353
,,,,15:29,0.0234
,,,,15:29,0.02363
,,,,15:29,0.02343
,,,,15:29,0.02353
,,,,15:29,0.02335
,,,,15:29,0.02309
,,,,15:29,0.02349
,,,,15:29,0.02367
,,,,15:29,0.02364
,,,,15:29,0.0237
,,,,15:30,0.02359
,,,,15:30,0.02323
,,,,15:30,0.02314
,,,,15:30,0.02321
,,,,15:30,0.02336
,,,,15:30,0.02346
,,,,15:30,0.02327
,,,,15:30,0.02333
,,,,15:30,0.02322
,,,,15:30,0.02329
,,,,15:30,0.02351
,,,,15:30,0.02347
,,,,15:30,0.02349
,,,,15:30,0.02344
,,,,15:30,0.02355
,,,,15:30,0.02373
,,,,15:30,0.02383
,,,,15:30,0.02359
,,,,15:30,0.0239
,,,,15:30,0.02382
,,,,15:30,0.02369
,,,,15:30,0.02319
,,,,15:30,0.02331
,,,,15:30,0.02355
,,,,15:30,0.02379
,,,,15:30,0.02374
,,,,15:30,0.02331
,,,,15:30,0.02348
,,,,15:30,0.02341
,,,,15:30,0.02345
,,,,15:30,0.02365
,,,,15:30,0.02352
,,,,15:30,0.02357
,,,,15:30,0.02327
,,,,15:30,0.02367
,,,,15:30,0.02381
,,,,15:30,0.02369
,,,,15:30,0.02346
,,,,15:30,0.02338
,,,,15:30,0.0233
,,,,15:30,0.02338
,,,,15:30,0.02358
,,,,15:30,0.02299
,,,,15:30,0.02318
,,,,15:30,0.02351
,,,,15:30,0.02358
,,,,15:30,0.02357
,,,,15:30,0.02381
,,,,15:30,0.02347
,,,,15:30,0.02332
,,,,15:30,0.0237
,,,,15:30,0.02354
,,,,15:30,0.02312
,,,,15:30,0.02364
,,,,15:30,0.02318
,,,,15:30,0.0232
,,,,15:30,0.02338
,,,,15:30,0.02344
,,,,15:30,0.02367
,,,,15:30,0.02337
,,,,15:31,0.02341
,,,,15:31,0.02342
,,,,15:31,0.02336
,,,,15:31,0.02323
,,,,15:31,0.02333
,,,,15:31,0.02321
,,,,15:31,0.02322
,,,,15:31,0.02323
,,,,15:31,0.02292
,,,,15:31,0.02344
,,,,15:31,0.02349
,,,,15:31,0.02328
,,,,15:31,0.02318
,,,,15:31,0.02346
,,,,15:31,0.02336
,,,,15:31,0.02362
,,,,15:31,0.02329
,,,,15:31,0.02323
,,,,15:31,0.02327
,,,,15:31,0.02348
,,,,15:31,0.02373
,,,,15:31,0.02338
,,,,15:31,0.02319
,,,,15:31,0.02334
,,,,15:31,0.02343
,,,,15:31,0.02335
,,,,15:31,0.02366
,,,,15:31,0.02343
,,,,15:31,0.02374
,,,,15:31,0.02342
,,,,15:31,0.02355
,,,,15:31,0.0235
,,,,15:31,0.02366
,,,,15:31,0.02373
,,,,15:31,0.02374
,,,,15:31,0.02387
,,,,15:31,0.02318
,,,,15:31,0.02367
,,,,15:31,0.02344
,,,,15:31,0.02298
,,,,15:31,0.02329
,,,,15:31,0.02335
,,,,15:31,0.02348
,,,,15:31,0.02349
,,,,15:31,0.02382
,,,,15:31,0.02388
,,,,15:31,0.02396
,,,,15:31,0.02391
,,,,15:31,0.02397
,,,,15:31,0.02403
,,,,15:31,0.024
,,,,15:31,0.0238
,,,,15:31,0.02433
,,,,15:31,0.02414
,,,,15:31,0.02373
,,,,15:31,0.02404
,,,,15:31,0.0241
,,,,15:31,0.02396
,,,,15:31,0.02371
,,,,15:31,0.02382
,,,,15:32,0.02402
,,,,15:32,0.02402
,,,,15:32,0.02364
,,,,15:32,0.02407
,,,,15:32,0.02417
,,,,15:32,0.02398
,,,,15:32,0.02426
,,,,15:32,0.02393
,,,,15:32,0.02387
,,,,15:32,0.02426
,,,,15:32,0.02424
,,,,15:32,0.024
,,,,15:32,0.02424
,,,,15:32,0.02448
,,,,15:32,0.02437
,,,,15:32,0.02428
,,,,15:32,0.0242
,,,,15:32,0.02449
,,,,15:32,0.02415
,,,,15:32,0.02393
,,,,15:32,0.02392
,,,,15:32,0.02447
,,,,15:32,0.02425
,,,,15:32,0.02427
,,,,15:32,0.02442
,,,,15:32,0.02428
,,,,15:32,0.024
,,,,15:32,0.02379
,,,,15:32,0.02417
,,,,15:32,0.02376
,,,,15:32,0.02415
,,,,15:32,0.02385
,,,,15:32,0.02398
,,,,15:32,0.02395
,,,,15:32,0.02437
,,,,15:32,0.02397
,,,,15:32,0.02399
,,,,15:32,0.02407
,,,,15:32,0.02405
,,,,15:32,0.02443
,,,,15:32,0.02428
,,,,15:32,0.02448
,,,,15:32,0.02422
,,,,15:32,0.0241
,,,,15:32,0.02416
,,,,15:32,0.02432
,,,,15:32,0.02435
,,,,15:32,0.02421
,,,,15:32,0.02449
,,,,15:32,0.02413
,,,,15:32,0.02408
,,,,15:32,0.02414
,,,,15:32,0.02421
,,,,15:32,0.02433
,,,,15:32,0.02454
,,,,15:32,0.02441
,,,,15:32,0.02426
,,,,15:32,0.02465
,,,,15:32,0.02437
,,,,15:32,0.02448
,,,,15:33,0.02416
,,,,15:33,0.02453
,,,,15:33,0.02469
,,,,15:33,0.02475
,,,,15:33,0.02425
,,,,15:33,0.02426
,,,,15:33,0.02441
,,,,15:33,0.02415
,,,,15:33,0.02427
,,,,15:33,0.0241
,,,,15:33,0.02427
,,,,15:33,0.02458
,,,,15:33,0.02445
,,,,15:33,0.02458
,,,,15:33,0.02415
,,,,15:33,0.02469
,,,,15:33,0.02424
,,,,15:33,0.0242
,,,,15:33,0.0241
,,,,15:33,0.02399
,,,,15:33,0.02443
,,,,15:33,0.02444
,,,,15:33,0.02427
,,,,15:33,0.02397
,,,,15:33,0.02455
,,,,15:33,0.02447
,,,,15:33,0.02429
,,,,15:33,0.02451
,,,,15:33,0.02454
,,,,15:33,0.02468
,,,,15:33,0.02475
,,,,15:33,0.02462
,,,,15:33,0.02453
,,,,15:33,0.02462
,,,,15:33,0.02454
,,,,15:33,0.02469
,,,,15:33,0.02438
,,,,15:33,0.02454
,,,,15:33,0.02471
,,,,15:33,0.02427
,,,,15:33,0.02408
,,,,15:33,0.02432
,,,,15:33,0.02444
,,,,15:33,0.02434
,,,,15:33,0.02423
,,,,15:33,0.02437
,,,,15:33,0.02408
,,,,15:33,0.02397
,,,,15:33,0.02412
,,,,15:33,0.02428
,,,,15:33,0.02433
,,,,15:33,0.0239
,,,,15:33,0.02434
,,,,15:33,0.02381
,,,,15:33,0.02397
,,,,15:33,0.02402
,,,,15:33,0.02416
,,,,15:33,0.02427
,,,,15:33,0.02435
,,,,15:33,0.02412
,,,,15:34,0.02366
,,,,15:34,0.02424
,,,,15:34,0.0241
,,,,15:34,0.02384
,,,,15:34,0.02423
,,,,15:34,0.02406
,,,,15:34,0.02408
,,,,15:34,0.02437
,,,,15:34,0.02403
,,,,15:34,0.02395
,,,,15:34,0.02397
,,,,15:34,0.02441
,,,,15:34,0.02446
,,,,15:34,0.02415
,,,,15:34,0.02387
,,,,15:34,0.02428
,,,,15:34,0.02359
,,,,15:34,0.02374
,,,,15:34,0.02414
,,,,15:34,0.02383
,,,,15:34,0.02361
,,,,15:34,0.024
,,,,15:34,0.02398
,,,,15:34,0.02402
,,,,15:34,0.02407
,,,,15:34,0.02394
,,,,15:34,0.02373
,,,,15:34,0.02381
,,,,15:34,0.02398
,,,,15:34,0.02391
,,,,15:34,0.02385
,,,,15:34,0.02405
,,,,15:34,0.02439
,,,,15:34,0.02459
,,,,15:34,0.02416
,,,,15:34,0.02414
,,,,15:34,0.02406
,,,,15:34,0.0241
,,,,15:34,0.02393
,,,,15:34,0.02417
,,,,15:34,0.02434
,,,,15:34,0.02446
,,,,15:34,0.02457
,,,,15:34,0.02414
,,,,15:34,0.02418
,,,,15:34,0.02402
,,,,15:34,0.02411
,,,,15:34,0.02381
,,,,15:34,0.02407
,,,,15:34,0.02416
,,,,15:34,0.02448
,,,,15:34,0.02468
,,,,15:34,0.02438
,,,,15:34,0.02476
,,,,15:34,0.02456
,,,,15:34,0.02456
,,,,15:34,0.02484
,,,,15:34,0.02397
,,,,15:34,0.02402
,,,,15:34,0.02436
,,,,15:35,0.0243
,,,,15:35,0.02414
,,,,15:35,0.0243
,,,,15:35,0.02399
,,,,15:35,0.02382
,,,,15:35,0.02372
,,,,15:35,0.02397
,,,,15:35,0.02392
,,,,15:35,0.02393
,,,,15:35,0.02395
,,,,15:35,0.0237
,,,,15:35,0.02394
,,,,15:35,0.02416
,,,,15:35,0.0241
,,,,15:35,0.02417
,,,,15:35,0.0241
,,,,15:35,0.02397
,,,,15:35,0.02414
,,,,15:35,0.02388
,,,,15:35,0.02391
,,,,15:35,0.02416
,,,,15:35,0.02366
,,,,15:35,0.02377
,,,,15:35,0.02371
,,,,15:35,0.0235
,,,,15:35,0.02374
,,,,15:35,0.02362
,,,,15:35,0.02356
,,,,15:35,0.02361
,,,,15:35,0.02359
,,,,15:35,0.02342
,,,,15:35,0.0234
,,,,15:35,0.02368
,,,,15:35,0.02362
,,,,15:35,0.02359
,,,,15:35,0.0233
,,,,15:35,0.02343
,,,,15:35,0.02341
,,,,15:35,0.02353
,,,,15:35,0.02397
,,,,15:35,0.02413
,,,,15:35,0.0239
,,,,15:35,0.02377
,,,,15:35,0.02365
,,,,15:35,0.0238
,,,,15:35,0.02372
,,,,15:35,0.0234
,,,,15:35,0.02391
,,,,15:35,0.0238
,,,,15:35,0.02378
,,,,15:35,0.02365
,,,,15:35,0.02364
,,,,15:35,0.02358
,,,,15:35,0.02352
,,,,15:35,0.02375
,,,,15:35,0.02357
,,,,15:35,0.02362
,,,,15:35,0.02351
,,,,15:35,0.02357
,,,,15:35,0.02369
,,,,15:36,0.02365
